id,CON_DS2U,CON_H9,CON_IMR,DS_2DS3,DS_DSP
FN3K,675.0,615.0,859.0,884.0,661.0
AC024361.1,24.0,24.0,13.0,11.0,27.0
TBCD,6083.0,4782.0,5298.0,4576.0,5375.0
AC068014.1,0.0,0.0,0.0,0.0,0.0
ZNF750,44.0,48.0,49.0,34.0,51.0
AC087222.1,17.0,15.0,18.0,5.0,12.0
B3GNTL1,628.0,518.0,523.0,414.0,626.0
AC130371.1,6.0,0.0,2.0,0.0,0.0
METRNL,1565.0,1424.0,2040.0,745.0,738.0
AC130371.2,8.0,14.0,15.0,2.0,11.0
AC144831.1,47.0,65.0,50.0,37.0,23.0
AC139099.2,95.0,111.0,11.0,19.0,2.0
AC139099.1,1.0,0.0,4.0,0.0,0.0
LINC02564,10.0,1.0,0.0,0.0,0.0
AP005530.1,0.0,0.0,0.0,0.0,0.0
TUBB8P12,0.0,0.0,0.0,0.0,0.0
AP001005.3,1.0,6.0,3.0,9.0,0.0
USP14,7275.0,7452.0,7747.0,7190.0,7346.0
THOC1,7330.0,5920.0,6925.0,7130.0,6885.0
AP000845.1,23.0,23.0,40.0,19.0,12.0
AP000915.1,1.0,0.0,0.0,0.0,0.0
COLEC12,21.0,54.0,46.0,56.0,100.0
AP000915.2,0.0,0.0,0.0,0.0,2.0
LINC01925,0.0,0.0,0.0,0.0,0.0
CETN1,0.0,0.0,0.0,0.0,0.0
CLUL1,554.0,648.0,460.0,435.0,447.0
TYMSOS,1171.0,1091.0,920.0,465.0,859.0
AP001178.3,53.0,39.0,27.0,39.0,30.0
AP001178.1,0.0,0.0,0.0,0.0,0.0
TYMS,10398.0,4714.0,6778.0,2421.0,7195.0
ENOSF1,3027.0,1887.0,2044.0,1292.0,1715.0
AP001178.2,5.0,5.0,7.0,4.0,2.0
YES1,3118.0,2936.0,3387.0,2324.0,2853.0
AP001020.3,24.0,20.0,20.0,12.0,18.0
AP001020.1,0.0,3.0,3.0,2.0,0.0
AP001020.2,43.0,36.0,54.0,42.0,64.0
AP000894.4,275.0,192.0,178.0,103.0,83.0
AP000894.3,10.0,4.0,5.0,7.0,2.0
AP000894.2,116.0,52.0,155.0,70.0,8.0
ADCYAP1,236.0,130.0,441.0,200.0,21.0
LINC01904,1.0,0.0,0.0,1.0,0.0
AP005328.1,12.0,179.0,43.0,55.0,117.0
AP000829.1,787.0,4961.0,1551.0,2943.0,2907.0
LINC00470,59.0,330.0,128.0,170.0,147.0
AP005262.2,13.0,40.0,21.0,33.0,13.0
AC019183.1,0.0,0.0,0.0,0.0,0.0
AP005057.1,0.0,0.0,0.0,0.0,0.0
AP005230.1,55.0,124.0,110.0,111.0,50.0
AP005136.4,25.0,15.0,45.0,43.0,12.0
METTL4,1121.0,1046.0,1197.0,1118.0,992.0
AP005136.3,29.0,25.0,26.0,19.0,20.0
NDC80,3345.0,1483.0,2196.0,1046.0,2836.0
SMCHD1,10086.0,10740.0,10453.0,8885.0,9688.0
AP001011.1,2234.0,3733.0,2858.0,1794.0,2548.0
EMILIN2,49.0,86.0,95.0,65.0,47.0
LPIN2,2868.0,3224.0,2708.0,3145.0,2814.0
AP000919.4,1.0,0.0,0.0,2.0,0.0
AP000919.2,329.0,340.0,389.0,372.0,314.0
AP000919.3,74.0,128.0,77.0,72.0,72.0
MYOM1,190.0,199.0,180.0,192.0,176.0
AP005329.2,95.0,133.0,114.0,75.0,148.0
AP005329.3,44.0,54.0,34.0,25.0,50.0
MYL12A,3829.0,4032.0,5262.0,2097.0,3401.0
AP005329.1,59.0,73.0,108.0,70.0,77.0
MYL12B,12207.0,12141.0,11650.0,10163.0,13751.0
AP001025.1,18.0,25.0,28.0,19.0,26.0
LINC01895,0.0,6.0,0.0,7.0,3.0
IGLJCOR18,0.0,0.0,0.0,0.0,0.0
TGIF1,2173.0,1541.0,2473.0,669.0,880.0
GAPLINC,10.0,22.0,24.0,10.0,9.0
DLGAP1,61765.0,57126.0,47977.0,65894.0,35778.0
DLGAP1-AS1,298.0,382.0,443.0,201.0,206.0
DLGAP1-AS2,125.0,221.0,170.0,61.0,81.0
AP002478.1,6.0,15.0,8.0,6.0,8.0
AP002478.2,4.0,4.0,4.0,3.0,1.0
DLGAP1-AS3,412.0,287.0,313.0,367.0,195.0
DLGAP1-AS4,927.0,789.0,908.0,990.0,611.0
DLGAP1-AS5,638.0,741.0,557.0,692.0,440.0
AP005203.1,434.0,1022.0,661.0,637.0,429.0
LINC01892,0.0,0.0,0.0,2.0,0.0
AKAIN1,30.0,18.0,26.0,68.0,14.0
AP005380.1,0.0,0.0,0.0,1.0,0.0
AP001496.4,9.0,3.0,3.0,12.0,0.0
AP001496.2,58.0,31.0,52.0,94.0,58.0
LINC00526,868.0,499.0,692.0,565.0,509.0
LINC00667,3509.0,3789.0,4065.0,4458.0,3891.0
ZBTB14,913.0,851.0,801.0,1054.0,866.0
AP001496.1,6.0,7.0,6.0,13.0,2.0
AP005671.1,56.0,37.0,55.0,45.0,30.0
EPB41L3,4419.0,2723.0,4278.0,3244.0,2076.0
AP005059.2,54.0,51.0,54.0,33.0,27.0
AP005059.1,34.0,46.0,45.0,89.0,37.0
MIR3976HG,5.0,2.0,3.0,8.0,4.0
TMEM200C,565.0,476.0,783.0,421.0,503.0
AP001021.1,61.0,94.0,249.0,66.0,123.0
AP001021.3,133.0,137.0,213.0,124.0,208.0
L3MBTL4,433.0,388.0,760.0,607.0,990.0
AP001021.2,0.0,0.0,0.0,0.0,0.0
L3MBTL4-AS1,2.0,3.0,5.0,0.0,9.0
AP005202.2,0.0,0.0,0.0,0.0,0.0
LINC01387,4.0,1.0,4.0,1.0,1.0
AP005202.1,0.0,0.0,0.0,0.0,0.0
AP005205.1,0.0,0.0,0.0,0.0,0.0
AP005205.2,30.0,46.0,42.0,16.0,60.0
ARHGAP28,1709.0,1225.0,1706.0,1754.0,1133.0
AP005210.2,22.0,13.0,22.0,22.0,13.0
AP005210.1,0.0,0.0,1.0,0.0,0.0
LINC00668,1.0,2.0,4.0,22.0,0.0
LAMA1,5399.0,3411.0,4691.0,2578.0,3271.0
AP002409.1,6.0,14.0,12.0,5.0,6.0
AP005062.1,15.0,12.0,17.0,8.0,16.0
LRRC30,0.0,0.0,0.0,0.0,0.0
AP001095.1,0.0,0.0,0.0,1.0,2.0
PTPRM,10477.0,14932.0,14511.0,10731.0,22324.0
AP000897.2,13.0,16.0,22.0,14.0,27.0
AP000897.1,32.0,55.0,35.0,27.0,60.0
AP005900.1,6.0,4.0,6.0,3.0,2.0
AC006566.2,0.0,0.0,1.0,1.0,0.0
AC006566.1,12.0,5.0,6.0,5.0,9.0
AP001094.3,1.0,8.0,4.0,5.0,7.0
AP001094.2,51.0,74.0,67.0,37.0,59.0
AP001094.1,0.0,1.0,0.0,0.0,0.0
RAB12,2015.0,2445.0,1904.0,2658.0,2087.0
AP001793.1,0.0,2.0,0.0,1.0,2.0
GACAT2,40.0,38.0,43.0,32.0,71.0
MTCL1,3413.0,5201.0,4172.0,4331.0,5944.0
AP000864.1,3.0,3.0,4.0,3.0,2.0
AP001531.1,0.0,0.0,2.0,2.0,0.0
AP005899.2,0.0,1.0,0.0,0.0,0.0
NDUFV2,12451.0,11437.0,11420.0,8587.0,12544.0
AP005899.1,184.0,233.0,230.0,207.0,199.0
NDUFV2-AS1,1430.0,1729.0,1569.0,2127.0,1621.0
ANKRD12,23533.0,27109.0,24505.0,32933.0,25340.0
AP001033.2,82.0,91.0,114.0,158.0,78.0
AP001033.1,265.0,209.0,191.0,165.0,129.0
TWSG1,4817.0,4239.0,3774.0,3436.0,4353.0
AP001033.3,43.0,35.0,54.0,48.0,40.0
AP005432.2,4.0,2.0,1.0,1.0,4.0
RALBP1,3470.0,3293.0,3619.0,3064.0,3065.0
AP005432.1,15.0,30.0,27.0,21.0,22.0
PPP4R1,4695.0,5505.0,4982.0,4483.0,6463.0
AP001381.1,23.0,24.0,20.0,20.0,23.0
PPP4R1-AS1,42.0,78.0,43.0,43.0,95.0
LINC02856,0.0,2.0,1.0,3.0,1.0
RAB31,2522.0,3922.0,3137.0,4241.0,7439.0
AC006238.2,0.0,1.0,1.0,2.0,1.0
TXNDC2,0.0,5.0,1.0,0.0,7.0
AC006238.1,5.0,4.0,8.0,8.0,5.0
VAPA,14033.0,11983.0,13555.0,14548.0,12726.0
AP005271.1,4.0,1.0,3.0,0.0,0.0
AP005209.2,2.0,1.0,1.0,3.0,0.0
AP005209.1,0.0,2.0,2.0,0.0,2.0
AP006219.1,0.0,0.0,0.0,0.0,0.0
AP006219.2,0.0,0.0,0.0,1.0,0.0
LINC01254,4.0,4.0,6.0,0.0,0.0
AP006219.3,3.0,5.0,2.0,5.0,1.0
APCDD1,2408.0,701.0,1535.0,396.0,727.0
NAPG,3721.0,4110.0,3987.0,3692.0,3943.0
AP001099.1,8.0,0.0,8.0,4.0,8.0
LINC01887,1.0,0.0,1.0,1.0,1.0
AP001180.2,0.0,0.0,0.0,0.0,0.0
AP001180.1,0.0,1.0,1.0,0.0,0.0
PIEZO2,1404.0,738.0,1504.0,383.0,1109.0
AP001180.4,3.0,3.0,8.0,1.0,2.0
AP005120.1,18.0,6.0,21.0,7.0,8.0
AP005229.1,7.0,53.0,14.0,9.0,14.0
AP005229.2,5.0,42.0,14.0,11.0,12.0
AP001109.1,1.0,4.0,1.0,1.0,0.0
LINC01928,0.0,0.0,0.0,1.0,0.0
LINC01255,0.0,1.0,0.0,0.0,1.0
SLC35G4,0.0,0.0,0.0,0.0,0.0
AP001120.2,0.0,0.0,0.0,0.0,0.0
AP001120.1,0.0,0.0,0.0,0.0,0.0
GNAL,3421.0,5912.0,3302.0,5801.0,5950.0
AP001120.5,51.0,110.0,52.0,112.0,106.0
AP005137.1,0.0,1.0,0.0,0.0,0.0
CHMP1B,2862.0,2903.0,3237.0,2901.0,2989.0
CHMP1B-AS1,1.0,1.0,0.0,2.0,0.0
AP005137.2,0.0,2.0,1.0,0.0,0.0
MPPE1,1236.0,1300.0,1534.0,1789.0,1337.0
AP001269.4,71.0,58.0,45.0,70.0,91.0
AP001269.2,7.0,2.0,3.0,6.0,3.0
IMPA2,1721.0,985.0,823.0,413.0,947.0
AP001269.1,0.0,0.0,1.0,0.0,0.0
AP001542.3,3.0,0.0,2.0,0.0,2.0
AP002414.5,0.0,0.0,0.0,0.0,0.0
ANKRD62,1.0,7.0,1.0,3.0,2.0
AP005264.4,0.0,0.0,0.0,1.0,0.0
AP005264.3,0.0,0.0,0.0,0.0,0.0
CIDEA,1.0,5.0,5.0,1.0,2.0
AP005264.1,0.0,1.0,2.0,2.0,1.0
TUBB6,1809.0,1046.0,1033.0,500.0,1374.0
AFG3L2,2472.0,2511.0,2334.0,1957.0,2660.0
PRELID3A,693.0,506.0,620.0,452.0,302.0
AP001029.1,22.0,29.0,29.0,17.0,8.0
AP001029.2,78.0,99.0,92.0,77.0,45.0
SPIRE1,13035.0,11375.0,10957.0,10810.0,10014.0
PSMG2,6358.0,5460.0,5844.0,4595.0,5119.0
CEP76,1293.0,1300.0,1259.0,1092.0,1197.0
AP005482.3,72.0,94.0,67.0,84.0,74.0
AP005482.2,0.0,0.0,0.0,0.0,1.0
AP005482.1,2.0,2.0,2.0,15.0,5.0
PTPN2,3080.0,2808.0,2926.0,3021.0,3060.0
SEH1L,2586.0,1915.0,1992.0,1886.0,1963.0
AP002449.1,29.0,41.0,21.0,35.0,25.0
CEP192,5188.0,4278.0,5026.0,4727.0,5228.0
AP001198.2,0.0,0.0,0.0,0.0,0.0
AP001198.1,2.0,6.0,7.0,2.0,11.0
LDLRAD4,6832.0,5215.0,5244.0,4732.0,9684.0
AP002505.1,5.0,2.0,6.0,1.0,5.0
AP002505.3,0.0,1.0,0.0,1.0,1.0
AP002439.1,11.0,9.0,8.0,8.0,9.0
LDLRAD4-AS1,18.0,23.0,19.0,14.0,38.0
AP005131.5,78.0,66.0,58.0,75.0,132.0
AP005131.4,3.0,0.0,0.0,1.0,7.0
AP005131.6,19.0,22.0,11.0,9.0,35.0
AP005131.2,0.0,0.0,0.0,0.0,0.0
AP005131.1,36.0,37.0,32.0,33.0,53.0
AP005131.7,6.0,8.0,9.0,4.0,16.0
AP005131.3,20.0,20.0,15.0,12.0,29.0
AP001010.1,1.0,2.0,2.0,2.0,1.0
FAM210A,1466.0,1695.0,1891.0,2206.0,1622.0
RNMT,6829.0,8579.0,8466.0,9669.0,7225.0
MC5R,3.0,0.0,1.0,190.0,0.0
MC2R,0.0,0.0,0.0,1.0,1.0
ZNF519,4621.0,3760.0,3602.0,4649.0,4657.0
AC006557.1,0.0,0.0,0.0,0.0,0.0
AC006557.3,0.0,4.0,2.0,1.0,0.0
AP006261.1,35.0,1.0,2.0,1.0,2.0
POTEC,0.0,1.0,3.0,0.0,0.0
ANKRD30B,163.0,6.0,4.0,9.0,7.0
AP006565.1,5.0,10.0,5.0,7.0,9.0
LINC01906,1.0,0.0,0.0,0.0,0.0
AP005121.1,1.0,0.0,1.0,1.0,0.0
LINC01443,0.0,0.0,2.0,2.0,0.0
LINC01444,0.0,0.0,0.0,0.0,0.0
AP005121.2,0.0,0.0,0.0,0.0,0.0
AP005242.3,0.0,0.0,0.0,1.0,0.0
AP005242.1,0.0,1.0,0.0,1.0,0.0
AP005242.5,0.0,2.0,0.0,1.0,0.0
AP005901.2,0.0,0.0,0.0,0.0,0.0
AP005901.6,0.0,0.0,0.0,1.0,0.0
AP005901.5,5.0,6.0,4.0,2.0,1.0
ROCK1,10194.0,9548.0,10549.0,10541.0,10906.0
AC022809.1,7.0,18.0,20.0,20.0,34.0
GREB1L,2146.0,5544.0,8017.0,4656.0,9142.0
AC015878.2,0.0,1.0,0.0,0.0,3.0
AC015878.1,238.0,608.0,1239.0,496.0,1158.0
ESCO1,2682.0,3058.0,3258.0,4094.0,3078.0
SNRPD1,19939.0,16456.0,18465.0,12779.0,16956.0
ABHD3,3936.0,4356.0,4564.0,4517.0,3159.0
AC106037.2,2.0,1.0,0.0,5.0,2.0
AC106037.3,102.0,98.0,128.0,141.0,88.0
MIB1,14595.0,15009.0,15113.0,13068.0,14059.0
MIR133A1HG,233.0,264.0,267.0,285.0,244.0
AC103987.2,35.0,32.0,32.0,39.0,24.0
LINC01900,10.0,19.0,19.0,24.0,13.0
AC091043.1,1.0,0.0,1.0,1.0,0.0
GATA6-AS1,0.0,0.0,1.0,1.0,0.0
GATA6,6.0,3.0,0.0,3.0,1.0
AC091588.1,0.0,0.0,0.0,0.0,0.0
AC091588.3,1.0,0.0,0.0,0.0,0.0
AC091588.2,1.0,2.0,1.0,2.0,0.0
AC027449.1,1.0,0.0,0.0,0.0,0.0
CTAGE1,0.0,0.0,1.0,0.0,0.0
AC090912.1,219.0,182.0,179.0,61.0,249.0
AC090912.2,6.0,4.0,6.0,0.0,7.0
RBBP8,2559.0,1886.0,2088.0,1389.0,2182.0
AC090912.3,7.0,4.0,6.0,0.0,6.0
CABLES1,628.0,979.0,733.0,819.0,710.0
TMEM241,2554.0,2475.0,2464.0,2838.0,1952.0
AC011731.1,3.0,0.0,4.0,1.0,3.0
RIOK3,3230.0,3518.0,3795.0,3938.0,3202.0
RMC1,1786.0,1738.0,1761.0,1701.0,1885.0
NPC1,3137.0,3635.0,3687.0,3237.0,3250.0
ANKRD29,80.0,115.0,88.0,96.0,287.0
LAMA3,185.0,257.0,327.0,327.0,647.0
AC010754.1,5.0,8.0,7.0,10.0,1.0
TTC39C,5484.0,4899.0,5102.0,4881.0,4808.0
TTC39C-AS1,39.0,44.0,48.0,43.0,43.0
AC090772.2,587.0,728.0,708.0,386.0,550.0
AC090772.1,258.0,221.0,245.0,214.0,201.0
CABYR,708.0,662.0,719.0,722.0,529.0
AC090772.3,16.0,20.0,20.0,23.0,7.0
OSBPL1A,7161.0,6357.0,6878.0,6154.0,7406.0
AC023983.1,253.0,210.0,240.0,245.0,317.0
AC023983.2,22.0,68.0,28.0,43.0,42.0
IMPACT,1831.0,1428.0,1425.0,1151.0,1386.0
AC007922.2,1.0,3.0,2.0,2.0,2.0
HRH4,8.0,11.0,18.0,46.0,8.0
AC007922.1,0.0,2.0,0.0,1.0,0.0
AC007922.4,0.0,0.0,0.0,2.0,0.0
AC007922.3,1.0,1.0,0.0,1.0,0.0
LINC01915,23.0,22.0,59.0,3.0,7.0
AC018697.1,56.0,882.0,549.0,2419.0,55.0
LINC01894,21.0,71.0,34.0,128.0,24.0
AC104961.1,1.0,2.0,0.0,1.0,1.0
ZNF521,8564.0,8317.0,11890.0,4487.0,12921.0
AC105114.2,638.0,644.0,1082.0,373.0,962.0
AC110603.1,0.0,2.0,2.0,0.0,1.0
SS18,4904.0,3731.0,4881.0,3719.0,4174.0
PSMA8,21.0,15.0,13.0,4.0,18.0
TAF4B,462.0,281.0,604.0,351.0,161.0
AC121320.1,0.0,1.0,1.0,1.0,0.0
LINC01543,12.0,5.0,6.0,5.0,4.0
KCTD1,3471.0,3243.0,3928.0,3349.0,5711.0
AC007996.1,62.0,82.0,69.0,24.0,114.0
AC090206.1,78.0,38.0,83.0,64.0,136.0
AQP4-AS1,673.0,1142.0,1087.0,1025.0,2790.0
AC012588.1,33.0,56.0,48.0,53.0,141.0
PCAT18,5.0,8.0,9.0,13.0,76.0
AC018371.1,0.0,0.0,1.0,0.0,3.0
AQP4,7.0,8.0,9.0,7.0,24.0
CHST9,395.0,257.0,430.0,88.0,637.0
LINC01908,2.0,1.0,2.0,1.0,1.0
AC090403.1,129.0,39.0,488.0,66.0,35.0
AC021382.1,1.0,0.0,0.0,0.0,1.0
AC068408.1,1.0,1.0,3.0,2.0,5.0
AC068408.2,1.0,2.0,0.0,0.0,3.0
AC090936.1,1.0,2.0,2.0,3.0,1.0
CDH2,44937.0,44856.0,39794.0,40047.0,43577.0
AC110015.1,779.0,775.0,893.0,672.0,644.0
AC006249.1,74.0,74.0,80.0,70.0,80.0
AC090365.1,9.0,19.0,16.0,31.0,28.0
AC074237.1,9.0,13.0,20.0,80.0,12.0
AC117569.1,1.0,7.0,3.0,11.0,2.0
AC117569.2,0.0,0.0,0.0,14.0,0.0
AC115100.1,29.0,2.0,29.0,50.0,34.0
AC090506.1,3.0,4.0,2.0,1.0,0.0
AC016382.1,1.0,1.0,1.0,1.0,0.0
DSC3,17.0,15.0,19.0,5.0,22.0
DSC2,161.0,471.0,323.0,295.0,466.0
DSCAS,12.0,27.0,33.0,16.0,31.0
DSC1,2.0,7.0,13.0,5.0,12.0
AC012417.1,0.0,0.0,0.0,0.0,1.0
DSG1,1.0,1.0,2.0,0.0,0.0
DSG1-AS1,9.0,10.0,11.0,7.0,10.0
DSG4,1.0,0.0,0.0,1.0,0.0
DSG3,15.0,29.0,19.0,200.0,32.0
AC021549.1,1.0,0.0,0.0,0.0,2.0
DSG2,442.0,256.0,377.0,92.0,141.0
DSG2-AS1,4.0,11.0,11.0,2.0,4.0
TTR,182.0,1030.0,7442.0,60.0,1110.0
B4GALT6,2281.0,2162.0,2263.0,2106.0,1760.0
AC017100.1,99.0,136.0,99.0,41.0,125.0
SLC25A52,0.0,0.0,3.0,0.0,0.0
TRAPPC8,3644.0,3946.0,4114.0,4063.0,4047.0
AC022960.1,100.0,45.0,44.0,31.0,35.0
AC022960.2,12.0,10.0,2.0,4.0,8.0
AC009831.1,35.0,41.0,29.0,33.0,30.0
RNF125,69.0,78.0,67.0,29.0,42.0
AC009831.3,1.0,2.0,2.0,0.0,5.0
AC011825.4,45.0,47.0,36.0,31.0,37.0
RNF138,4340.0,3789.0,4051.0,3926.0,4206.0
AC011825.2,75.0,107.0,87.0,91.0,90.0
GAREM1,2577.0,3552.0,4002.0,3062.0,3467.0
MEP1B,56.0,86.0,93.0,130.0,96.0
AC015563.1,8.0,10.0,6.0,6.0,19.0
AC015563.2,1.0,3.0,1.0,2.0,4.0
AC025887.2,251.0,143.0,257.0,184.0,116.0
AC009835.1,4.0,15.0,19.0,13.0,17.0
AC025887.1,0.0,0.0,0.0,0.0,0.0
KLHL14,2239.0,505.0,1098.0,666.0,193.0
AC012123.1,87.0,25.0,57.0,16.0,7.0
AC090371.2,5.0,2.0,6.0,4.0,1.0
CCDC178,64.0,96.0,87.0,331.0,114.0
AC090371.1,0.0,0.0,0.0,0.0,0.0
AC091198.1,28.0,29.0,25.0,44.0,30.0
ASXL3,7100.0,7092.0,7501.0,9993.0,8186.0
NOL4,11835.0,11782.0,11525.0,16405.0,12030.0
AC104985.1,5.0,2.0,8.0,8.0,11.0
AC104985.2,30.0,13.0,31.0,56.0,9.0
DTNA,7319.0,6792.0,11053.0,8891.0,4681.0
AC022601.1,46.0,47.0,46.0,37.0,29.0
AC068506.1,3.0,2.0,5.0,3.0,0.0
MAPRE2,8002.0,8631.0,7522.0,7998.0,8961.0
AC015967.1,26.0,68.0,53.0,59.0,54.0
ZNF397,6665.0,5627.0,7885.0,7996.0,5306.0
ZSCAN30,1066.0,1305.0,1530.0,1142.0,913.0
AC011815.2,366.0,246.0,439.0,586.0,280.0
AC011815.1,28.0,34.0,35.0,25.0,14.0
AC116447.1,29.0,22.0,28.0,51.0,34.0
ZNF24,5754.0,5694.0,5654.0,5539.0,4360.0
ZNF396,203.0,176.0,177.0,158.0,128.0
AC007998.4,3.0,3.0,3.0,4.0,4.0
AC007998.3,7.0,10.0,11.0,12.0,31.0
INO80C,1588.0,1482.0,1536.0,1127.0,1405.0
GALNT1,8029.0,9024.0,8562.0,6823.0,10394.0
AC090220.1,13.0,21.0,22.0,16.0,24.0
AC090229.1,47.0,73.0,72.0,70.0,87.0
AC118757.1,6.0,15.0,14.0,11.0,28.0
C18orf21,1758.0,1890.0,1885.0,1786.0,1731.0
RPRD1A,9963.0,9660.0,9947.0,10682.0,9440.0
SLC39A6,8455.0,6337.0,7515.0,9360.0,8313.0
ELP2,5501.0,5314.0,5900.0,6826.0,5262.0
AC023043.1,66.0,95.0,47.0,49.0,58.0
MOCOS,427.0,412.0,286.0,145.0,297.0
AC023043.4,20.0,8.0,5.0,7.0,16.0
FHOD3,16613.0,15479.0,15717.0,13369.0,18470.0
AC055840.1,4.0,11.0,7.0,2.0,16.0
TPGS2,11866.0,9991.0,10099.0,10195.0,11853.0
KIAA1328,10235.0,11190.0,9953.0,10618.0,9563.0
AC016493.1,362.0,462.0,368.0,358.0,357.0
AC015961.1,73.0,152.0,107.0,178.0,138.0
CELF4,12870.0,17766.0,19671.0,28683.0,17348.0
AC015961.2,270.0,428.0,434.0,441.0,402.0
AC090386.1,1.0,5.0,2.0,3.0,2.0
AC009899.1,740.0,1092.0,1471.0,1899.0,1090.0
AC108452.1,21.0,39.0,27.0,77.0,23.0
AC100781.1,0.0,0.0,1.0,1.0,0.0
MIR924HG,3318.0,1813.0,5449.0,3727.0,1864.0
AC011139.1,56.0,40.0,78.0,45.0,34.0
AC099845.1,1.0,0.0,2.0,1.0,2.0
LINC01901,36.0,79.0,76.0,591.0,34.0
LINC01902,181.0,268.0,295.0,753.0,253.0
LINC01477,0.0,1.0,2.0,2.0,0.0
AC068688.1,0.0,0.0,0.0,1.0,0.0
AC079052.1,3140.0,4763.0,3460.0,2634.0,3753.0
AC021504.1,12471.0,15155.0,12182.0,15037.0,18815.0
PIK3C3,3413.0,4033.0,3978.0,4322.0,3926.0
AC087683.2,14.0,13.0,10.0,8.0,15.0
AC087683.3,0.0,5.0,1.0,2.0,0.0
LINC00907,502.0,706.0,644.0,755.0,444.0
AC084335.1,1.0,1.0,0.0,0.0,4.0
RIT2,459.0,211.0,332.0,458.0,179.0
AC100779.1,8.0,6.0,23.0,19.0,11.0
SYT4,6670.0,2660.0,3647.0,3084.0,2533.0
AC110014.1,29.0,12.0,65.0,5.0,29.0
LINC01478,31.0,36.0,74.0,21.0,24.0
AC120049.1,45.0,43.0,53.0,35.0,72.0
SETBP1,34684.0,33931.0,34410.0,30634.0,47782.0
AC090376.1,100.0,97.0,78.0,51.0,114.0
SLC14A2,357.0,608.0,518.0,387.0,545.0
SLC14A2-AS1,120.0,189.0,258.0,217.0,122.0
AC021517.1,1.0,0.0,1.0,1.0,1.0
AC021517.2,13.0,11.0,17.0,18.0,10.0
AC091151.1,0.0,0.0,0.0,0.0,1.0
AC091151.5,58.0,114.0,133.0,107.0,77.0
AC023421.2,52.0,105.0,96.0,107.0,50.0
AC023421.1,3.0,3.0,2.0,1.0,5.0
SLC14A1,38.0,91.0,63.0,69.0,32.0
SIGLEC15,7.0,8.0,14.0,21.0,4.0
EPG5,2913.0,3227.0,3273.0,3479.0,3067.0
PSTPIP2,583.0,1128.0,1028.0,709.0,315.0
ATP5F1A,23088.0,20215.0,22117.0,21564.0,20888.0
HAUS1,5961.0,4405.0,4923.0,3929.0,5265.0
C18orf25,2386.0,2987.0,2413.0,2717.0,2525.0
RNF165,8942.0,8530.0,9473.0,9896.0,11066.0
AC018931.1,1.0,3.0,2.0,1.0,0.0
LOXHD1,24.0,52.0,29.0,75.0,29.0
ST8SIA5,525.0,2608.0,1117.0,4911.0,5451.0
AC090241.2,137.0,571.0,340.0,928.0,662.0
AC090241.3,23.0,23.0,13.0,31.0,21.0
PIAS2,4714.0,5422.0,4003.0,5907.0,6093.0
KATNAL2,841.0,1134.0,1006.0,1359.0,887.0
ELOA3,0.0,0.0,2.0,0.0,0.0
ELOA3B,0.0,0.0,0.0,0.0,0.0
ELOA3D,0.0,0.0,0.0,0.0,0.0
ELOA2,0.0,0.0,2.0,2.0,2.0
AC012254.1,166.0,347.0,257.0,177.0,185.0
AC012254.3,5.0,12.0,7.0,2.0,6.0
HDHD2,5236.0,4693.0,5054.0,4132.0,5184.0
IER3IP1,5765.0,6428.0,6497.0,5121.0,4577.0
SKOR2,16.0,32.0,52.0,12.0,11.0
AC051635.1,0.0,0.0,1.0,0.0,0.0
MIR4527HG,5.0,18.0,17.0,41.0,13.0
AC102797.1,0.0,0.0,0.0,0.0,0.0
SMAD2,8875.0,9197.0,9288.0,8806.0,9962.0
AC120349.1,25.0,18.0,36.0,26.0,36.0
ZBTB7C,1854.0,2668.0,2321.0,1338.0,1965.0
AC105101.2,13.0,13.0,14.0,7.0,10.0
CTIF,7785.0,7510.0,6934.0,8606.0,8397.0
AC048380.1,99.0,182.0,192.0,231.0,140.0
AC093567.1,38.0,143.0,158.0,141.0,43.0
SMAD7,229.0,305.0,285.0,296.0,195.0
AC114684.1,0.0,0.0,1.0,0.0,0.0
AC016866.1,25.0,39.0,37.0,22.0,20.0
DYM,8349.0,8212.0,8860.0,9401.0,9481.0
AC016866.2,92.0,120.0,164.0,169.0,132.0
AC044840.1,274.0,204.0,374.0,298.0,261.0
AC100778.1,0.0,0.0,0.0,0.0,0.0
AC100778.4,0.0,0.0,1.0,0.0,0.0
C18orf32,15492.0,17255.0,16702.0,12941.0,16878.0
AC100778.2,11.0,12.0,3.0,21.0,22.0
AC100778.3,7.0,14.0,22.0,16.0,7.0
RPL17,150030.0,152017.0,164050.0,99432.0,96242.0
LINC02837,0.0,0.0,0.0,0.0,0.0
LIPG,975.0,1405.0,867.0,1152.0,2773.0
AC090227.3,1.0,0.0,0.0,0.0,0.0
ACAA2,2804.0,1217.0,2409.0,913.0,1326.0
SNHG22,379.0,445.0,496.0,402.0,462.0
MYO5B,336.0,178.0,263.0,176.0,169.0
AC091044.1,0.0,0.0,0.0,0.0,0.0
CFAP53,493.0,471.0,550.0,763.0,372.0
AC090246.1,1.0,0.0,1.0,1.0,4.0
MBD1,1991.0,1851.0,1888.0,1814.0,1747.0
CXXC1,1730.0,1012.0,1390.0,1371.0,1222.0
AC105227.1,0.0,0.0,1.0,0.0,0.0
SKA1,605.0,309.0,436.0,228.0,596.0
MAPK4,6295.0,6905.0,5539.0,4755.0,6055.0
