	gene	pval	qval	log2fc	mean	zero_mean	grad	coef_mle	coef_sd	ll
168	CNTN4	0.009364966197432212	0.015428280391156856	0.23126114430107572	0.8376	False	2.2728340952426667e-09	0.23126114430107572	0.08900015122683634	-4888.338735969538
169	AC034195.1	0.028355152354635704	0.042447832866221114	-0.28712346523122234	0.136	False	7.49750572112684e-10	-0.28712346523122234	0.13096682282519392	-1778.8462631409805
170	GRM7	0.2978646582893669	0.3500172247818648	0.1070370411423992	0.9802	False	1.4375373587508795e-08	0.1070370411423992	0.10281904760425227	-4730.591722084508
171	SYN2	0.00019328153573305862	0.0004443253695012842	0.3059777648203469	0.585	False	6.400479598610302e-08	0.3059777648203469	0.08208351691861861	-4458.50311217402
172	SGO1	0.014245414760252206	0.022611769460717787	-0.29832832799893394	0.1836	False	1.632882300031391e-08	-0.29832832799893394	0.121716255606858	-2135.0409360430554
173	SGO1-AS1	0.0	0.0	1.0335909526893436	0.3326	False	3.024872928081745e-10	1.0335909526893436	0.11789720557164356	-2759.5018050660965
174	ZNF385D	0.6994349511303655	0.7370231308012282	-0.02783249811909642	1.0428	False	5.635731908038011e-10	-0.02783249811909642	0.07208935365230675	-6056.247715290476
175	RARB	0.009842120429628842	0.016108216742436732	0.3308037303481766	0.2472	False	1.3346461385636413e-10	0.3308037303481766	0.12815256813944415	-2347.896236351361
176	EOMES	5.871088734510366e-06	1.795439979972589e-05	-0.8010621679184503	0.175	False	1.2497697944978474e-08	-0.8010621679184503	0.17679669495048214	-1599.8373618875203
177	LINC01967	7.2449332428004e-05	0.00018388155438579695	-0.4258460997756728	0.3138	False	1.5601345510479757e-08	-0.4258460997756728	0.10731750544738614	-2916.6831731267266
178	RBMS3	0.8230342528691632	0.8467430585073695	0.02151424369154195	0.4396	False	4.429546715379735e-08	0.02151424369154195	0.09619857872715971	-3624.223813144036
179	GADL1	0.00047804326007017117	0.0010106622834464508	-2.4411916961162663	0.0086	False	2.971486539517926e-10	-2.4411916961162663	0.69892770737097	-169.27910996760102
180	SUSD5	0.04789005283785852	0.0681224080197134	0.877313969700776	0.0086	False	1.3762229554010843e-10	0.877313969700776	0.44345903517983654	-202.73908282115184
181	KIF15	2.0358627880412428e-05	5.6867675643610134e-05	-0.5105905926069336	0.2406	False	1.1261812641893965e-08	-0.5105905926069336	0.11983104214321412	-2430.7761047903473
182	CACNA1D	0.05469241242851619	0.07724917009677429	0.1828564591870238	0.225	False	1.405873533242558e-08	0.1828564591870238	0.09517271518582902	-2666.2045488948943
183	CACNA2D3	0.0	0.0	1.120009377188654	1.4234	False	1.3713150848814747e-07	1.120009377188654	0.08642836760267654	-5924.375414398342
184	ARF4	2.232786422418087e-08	9.421039757038343e-08	0.21964125392692735	2.0018	False	3.130094088692519e-09	0.21964125392692735	0.03927128328584348	-9465.811427320183
185	FHIT	9.121376987053509e-10	4.537998501021646e-09	0.5184783837637855	0.6724	False	9.004193508526445e-10	0.5184783837637855	0.08466236239775081	-4634.390093732231
186	PTPRG	0.0016796086666006627	0.0032238170184273754	0.15563631165374284	3.0484	False	1.1535157900215404e-07	0.15563631165374284	0.049538631618490356	-10563.735312179668
187	SYNPR	0.016218759838526386	0.02551112303103058	0.2614237089999874	0.278	False	3.3906773485303797e-09	0.2614237089999874	0.10874732888143179	-2741.5485136702832
188	PRICKLE2	0.08859497912727932	0.1187600256397846	0.16232069607958163	0.302	False	1.0656286978383278e-10	0.16232069607958163	0.09532260819433322	-3071.990300163052
189	TAFA1	2.3823544692547216e-08	1.0009892727961016e-07	-0.7651723609147938	0.274	False	5.106197984644512e-09	-0.7651723609147938	0.13708691152781297	-2337.1549846557523
190	FRMD4B	8.926193117986259e-14	6.973588373426765e-13	-0.47737035903187125	0.9922	False	1.0296653672161748e-08	-0.47737035903187125	0.0640273076349422	-6213.225569640958
191	SAMMSON	1.9752812918660823e-07	7.343053129613688e-07	2.27432654704069	0.015	False	4.019341553177685e-09	2.27432654704069	0.43723184579035634	-289.7882154548035
192	PDZRN3	5.518069245979973e-08	2.2160920666586236e-07	0.4978753818568505	0.98	False	3.656100115685231e-09	0.4978753818568505	0.09162641459747979	-5041.485474882186
193	CNTN3	0.0	0.0	1.4837603805107376	0.3196	False	1.1442531658424011e-08	1.4837603805107376	0.11382395362822391	-2701.8567584531106
194	ROBO2	0.032262677842843424	0.04772585479710565	-0.10569836399428253	5.1254	False	7.39864479230361e-09	-0.10569836399428253	0.049365440799926816	-12583.619095946122
195	ROBO1	1.403706484381928e-08	6.024491349278661e-08	0.35910280118284105	6.9254	False	4.1395372882546286e-08	0.35910280118284105	0.06330104880762873	-12093.106334193455
196	CADM2	0.00684839547877969	0.011666772536251601	-0.15359113474286396	3.8192	False	1.025644496301697e-08	-0.15359113474286396	0.056798771743855184	-10841.218954660837
197	VGLL3	0.0015551360485801524	0.003002193143977128	0.7839537417655303	0.0306	False	3.382894828119279e-10	0.7839537417655303	0.2477578735596956	-564.2733952545068
198	EPHA6	0.00033884445498566507	0.0007463534250785574	0.3792806427699766	1.377	False	1.3780485064729505e-07	0.3792806427699766	0.10583682687538806	-5184.167055281428
199	ALCAM	0.005443692235282294	0.009483784382024903	0.30970705324090225	0.3344	False	9.570678527164033e-09	0.30970705324090225	0.11142408470915847	-2918.547709705803
200	DPPA4	2.375877272697835e-13	1.746968582866055e-12	-1.1183576889136007	0.0792	False	4.256810866132277e-10	-1.1183576889136007	0.15266064408396227	-1261.6294208061336
201	NECTIN3-AS1	0.0	0.0	2.869258343757188	0.9192	False	7.189332302606765e-10	2.869258343757188	0.14266984496523996	-2928.1710215060516
202	CD96	0.12139679466485398	0.15786319202191673	-0.6580159705796026	0.0188	False	8.917715836936555e-09	-0.6580159705796026	0.42481769471187314	-307.67274177425185
203	TAGLN3	7.499122633980448e-08	2.9758423150716065e-07	-0.23169284907006732	1.9658	False	1.1198632534239112e-08	-0.23169284907006732	0.043075333082525175	-9297.246040472037
204	AC026341.1	0.9300919566955452	0.9423424079995393	-0.00931596061435682	0.1898	False	4.070798705291257e-09	-0.00931596061435682	0.10619003409824403	-2327.9529349191985
205	LSAMP	8.746559032601908e-11	4.805801666264785e-10	0.2996744897250354	7.9992	False	1.2082246643244628e-08	0.2996744897250354	0.04619497339313093	-14665.481276162578
206	AC092691.1	7.771561172376096e-15	7.001406461600087e-14	0.5172427006416311	1.87	False	4.89434925004561e-09	0.5172427006416311	0.0665449836710247	-7747.540500784894
207	FAM162A	0.3374228456651034	0.38963377097587	-0.05296195062881092	1.0052	False	1.228348745519069e-08	-0.05296195062881092	0.055210693265820454	-6615.199586737353
208	TRH	4.929898977934499e-07	1.7733449560915463e-06	0.677388107753935	0.5074	False	3.4199257394794944e-09	0.677388107753935	0.13469581480721085	-2900.8997189092834
209	ACAD11	0.005346562966766166	0.009347138053787004	0.2114009325273895	0.2568	False	1.619746786685436e-08	0.2114009325273895	0.07589672167187941	-3089.782673930003
210	CLSTN2	0.6750351947622653	0.7158379583905252	0.04212530873610021	0.5578	False	1.2284066545826853e-09	0.04212530873610021	0.10047835622083537	-3866.765073081756
211	AC092957.1	4.1015724150383903e-10	2.1142125850713354e-09	0.9900580306122916	1.5664	False	9.647854567907121e-08	0.9900580306122916	0.15840643359873127	-3743.1092082466344
212	TM4SF1	0.00048711499401155045	0.0010252341847182724	3.837954923443496	0.0082	False	1.3375031668277647e-09	3.837954923443496	1.1004120093767074	-131.96112663840415
213	WWTR1	4.38670877400682e-10	2.238116721432051e-09	0.6053717188444159	0.2604	False	8.288337791678702e-10	0.6053717188444159	0.09702080476436542	-2802.6659102229405
214	CLRN1-AS1	0.0	0.0	2.4015905096787997	0.0904	False	2.7522502108559903e-09	2.4015905096787997	0.2633133324727894	-828.3941392127612
215	MED12L	0.0	0.0	0.6614074955898083	0.6374	False	1.5547519136359933e-08	0.6614074955898083	0.07041334698238644	-4880.2262200177465
216	GPR149	0.36061966620458863	0.4121367613766727	-0.18593797782799243	0.094	False	2.7051898894836503e-08	-0.18593797782799243	0.20339207730154518	-1108.9922925122846
217	PTX3	4.598543767997398e-13	3.2613785588634034e-12	-0.7483533690901347	0.1996	False	8.624213182367724e-09	-0.7483533690901347	0.10341149290981018	-2404.982320251943
218	IQCJ-SCHIP1	0.0	0.0	1.1183921913375792	0.8974	False	2.1468582928924064e-09	1.1183921913375792	0.12075671794096816	-3779.011274666512
219	SMC4	1.0094209468292092e-08	4.3865474023692665e-08	-0.47802180040642483	0.71	False	3.016566462874444e-08	-0.47802180040642483	0.08343694603733458	-4730.822522818319
220	LINC01322	0.138106481111117	0.1772868820425122	0.1546156497051763	0.2888	False	4.7243989023670883e-11	0.1546156497051763	0.10426718433920834	-2860.0676971444113
221	MECOM	0.0	0.0	1.0772808381205496	0.6008	False	4.015410243563e-09	1.0772808381205496	0.10243811209738488	-3805.9326868281487
222	PLD1	0.00028422902996938504	0.0006344397990388059	1.4220411451424477	0.0128	False	1.5227142754390376e-10	1.4220411451424477	0.3918261776321659	-270.7966508411388
223	ECT2	3.2491214141394664e-07	1.1901543641536506e-06	-0.5757801381155249	0.2378	False	1.4222173611001809e-08	-0.5757801381155249	0.11271260021901443	-2491.9951178333586
224	NLGN1	8.288325581418121e-11	4.5791854040984097e-10	-0.3575200830995165	3.3772	False	9.5162163680218e-10	-0.3575200830995165	0.055043121840801026	-10549.39442356425
225	NAALADL2-AS2	8.321033988512028e-06	2.4764982108666746e-05	-0.9318372422391481	0.045	False	1.837678021844591e-09	-0.9318372422391481	0.20908433077269742	-785.4384076644576
226	LINC01208	0.8761062831984137	0.8921652578395252	0.03784983421933612	0.0288	False	9.968141152210537e-10	0.03784983421933612	0.24277178413659195	-562.1857265783511
227	LINC02015	0.06724191163248827	0.09313284159624415	1.5353698304494503	0.004	False	5.8452877581619e-11	1.5353698304494503	0.8389752952761321	-85.28635704080932
228	KCNMB2	0.004409990272046249	0.007846957779441723	0.2805755795168657	0.923	False	1.3807472277093113e-07	0.2805755795168657	0.09854295325893295	-4717.478919842894
229	KCNMB2-AS1	0.006831844824255473	0.011658438266647565	-0.22971390288285728	0.592	False	1.3921565269880975e-08	-0.22971390288285728	0.08492410676223103	-4409.160738104517
230	ZMAT3	0.32766886888477087	0.37968582721294425	-0.06909348537364297	0.416	False	1.7828525741905555e-09	-0.06909348537364297	0.07058854257112196	-4066.7839913160146
231	PEX5L	0.0	0.0	-1.2502181463339692	0.5406	False	5.0482439837900575e-09	-1.2502181463339692	0.11465222410966662	-3376.144632416079
232	SOX2-OT	7.955420425265203e-05	0.00019938397055802511	0.25028134011412984	15.6488	False	5.8161447858987475e-08	0.25028134011412984	0.06343078809565805	-15143.15321286569
233	AC125613.1	0.3513756783189983	0.402492185932415	0.06503755058873639	1.043	False	4.781648703655605e-10	0.06503755058873639	0.0697884523740589	-6166.608019268356
234	SST	5.713022306341742e-07	2.0403651094077646e-06	0.7268947568981835	1.9948	False	5.243509716854055e-09	0.7268947568981835	0.14535935508885242	-4068.842172625952
235	GMNC	3.623812361297496e-11	2.094689226183524e-10	1.9564358790000953	0.0752	False	3.9144736647192533e-10	1.9564358790000953	0.2955923475170677	-677.0889633950702
236	FGF12	2.440827540084456e-10	1.2983125213215191e-09	0.5434293520126544	0.5394	False	2.5569220218948927e-08	0.5434293520126544	0.08584059510418886	-4163.360947818583
237	HES1	0.010394906010318561	0.016902286195639937	-0.1937700891154037	1.4102	False	2.6273944970887153e-08	-0.1937700891154037	0.07562030443410914	-6643.745657826934
238	FAM43A	1.861543856840342e-07	6.946059167314708e-07	1.0800723485934105	0.0382	False	2.745537827867549e-09	1.0800723485934105	0.20720186306984525	-707.0695134953943
239	TACC3	0.00648260835729042	0.011100356776182227	-0.33529490557121383	0.213	False	6.6400751051326484e-09	-0.33529490557121383	0.12316530535991847	-2261.3462381445856
240	NSG1	0.0770560368437665	0.10512419760404706	-0.07805887776474116	1.4662	False	1.0926395426357751e-08	-0.07805887776474116	0.044150221968158584	-8212.172240627231
241	MSX1	8.881784197001252e-16	8.707631565687503e-15	1.5875555836200215	0.1168	False	7.2582282299005214e-09	1.5875555836200215	0.19752877525236226	-1168.7028809204062
242	CRMP1	0.184929633561568	0.22830818958218269	-0.04702817983336423	3.7856	False	1.824322737224229e-08	-0.04702817983336423	0.03547346138398152	-12216.345037563902
243	SORCS2	0.0813320862646898	0.11050555199006766	0.12999265491312015	0.4402	False	1.3616246652847274e-08	0.12999265491312015	0.074579462009737	-4088.7314025453256
244	AC098829.1	0.45199738376694887	0.5016619131708644	-0.06858654477377073	0.476	False	1.3988511215106183e-09	-0.06858654477377073	0.09119468746072763	-3866.4520133714686
245	NCAPG	0.0003597619440587341	0.0007855064280758386	-0.44105115986939997	0.1862	False	3.3943811008380067e-09	-0.44105115986939997	0.12361414015520406	-2131.1578843544644
246	AC093898.1	3.304245765889391e-12	2.1317714618641232e-11	2.2668358753115325	0.0298	False	4.801961162700236e-10	2.2668358753115325	0.3255015267676649	-483.462406099731
247	SLIT2	7.92779528224763e-06	2.380719303978267e-05	0.2858325730375167	1.7606	False	1.512275122550477e-09	0.2858325730375167	0.06398580685684246	-7798.029964628784
248	KCNIP4	0.0029872020293559842	0.005521034352750173	-0.29695479270246206	2.3146	False	1.7076277167518198e-08	-0.29695479270246206	0.10001670881177568	-6348.931227141219
249	AC097480.1	0.024889476049027914	0.03772261768432251	0.8422226498895057	0.015	False	3.6826659569193754e-09	0.8422226498895057	0.3754703146861353	-298.76290602142564
250	PCDH7	1.0878946632431052e-09	5.3590870110497795e-09	0.35999427707373366	3.1636	False	3.269263347815965e-09	0.35999427707373366	0.05905466436933385	-9998.13136370191
251	LINC02506	0.13403239174579862	0.17252292727946691	0.43008640296431866	0.0874	False	3.3869518967916124e-09	0.43008640296431866	0.28703267370544	-813.7042157887344
252	NWD2	0.43789981225044805	0.4870965653508877	-0.24895466029108554	0.0448	False	2.7608885650048238e-09	-0.24895466029108554	0.32092349304570067	-562.1075747757545
253	RBM47	2.220446049250313e-16	2.2657612747452174e-15	1.2937591084040692	0.2518	False	5.341189429964866e-08	1.2937591084040692	0.15820216546145544	-1959.69440005237
254	KCTD8	0.04058327755621338	0.05847734518186367	-0.26235980576510737	0.2514	False	3.7048601514689354e-10	-0.26235980576510737	0.12812023231577732	-2381.8892458168207
255	GABRA2	0.03716057140881457	0.054169929167368173	0.21722835756678713	0.3288	False	1.4992228921850212e-08	0.21722835756678713	0.10423647825822115	-3031.5629680658612
256	GABRB1	0.008871374313172531	0.014761022151701383	-0.3389650620314241	0.1914	False	3.2049458555394314e-09	-0.3389650620314241	0.12952569777000184	-2101.346650521225
257	GSX2	0.9363401571877199	0.94771270970417	-0.010119357384375584	0.1964	False	1.3688379260884398e-09	-0.010119357384375584	0.12669686818906706	-2152.3367054896867
258	PDCL2	0.002900554730323357	0.005381363136035913	-1.3824009016348282	0.009	False	1.5124632691543295e-09	-1.3824009016348282	0.46419120757338794	-215.28738177727638
259	NMU	0.056404528314169866	0.07944299762559136	-0.31822910294700957	0.1926	False	2.6072809676095637e-08	-0.31822910294700957	0.1667957445419662	-1727.3416506447338
260	IGFBP7	3.5889438532166196e-07	1.3098335230717588e-06	1.3160070019751475	0.0556	False	4.659463618761003e-09	1.3160070019751475	0.2585698720956437	-696.4850224181295
261	LINC02232	0.11374358277000574	0.14907415828310056	-0.5077040670595103	0.0164	False	2.311132665198598e-09	-0.5077040670595103	0.32100898921623305	-355.5421957329973
262	EPHA5	0.0	0.0	-0.7321080960029	1.231	False	1.308675869776553e-08	-0.7321080960029	0.07781654390060687	-6123.756729191079
263	AC116049.2	3.453648478313198e-10	1.8081929205828262e-09	0.8579901081422069	0.248	False	9.067976105097255e-09	0.8579901081422069	0.1366898560808703	-2233.555954662845
264	SULT1E1	0.0013562351465394862	0.002659284601057816	-3.4885106903968253	0.0078	False	6.826072152538859e-10	-3.4885106903968253	1.088864294641573	-144.18739639926207
265	ADAMTS3	0.02371794431720664	0.03610037186789443	0.3759653456033919	0.1682	False	4.331152533153248e-08	0.3759653456033919	0.16623368340406072	-1651.1359368707012
266	PARM1	0.16446818187427437	0.20584253050597542	-0.2563896387786037	0.111	False	3.18239714550962e-08	-0.2563896387786037	0.18442645376960984	-1278.0832486481982
267	SHROOM3	2.0872192862952943e-14	1.76882990364008e-13	-0.4864184572855203	2.129	False	4.543358492964389e-09	-0.4864184572855203	0.06362918988711128	-8414.457977907541
268	FRAS1	0.05716996816301556	0.08029489910535893	0.20013761219626086	0.2664	False	4.7496788594537445e-08	0.20013761219626086	0.10522432032417094	-2741.906668471708
269	PRDM8	0.36314184998734556	0.4145454908531342	-0.25638963877860427	0.026	False	2.5343045260625696e-11	-0.25638963877860427	0.28193440717644436	-486.0040026884785
270	RASGEF1B	0.00970591580168545	0.015911337379812214	-0.3105710218162277	0.2382	False	2.8097527863862882e-08	-0.3105710218162277	0.12009084162503558	-2408.9609568936353
271	AC079160.1	0.001422958295068888	0.002768401352274101	-1.248029807894546	0.0232	False	3.304589154025107e-09	-1.248029807894546	0.391237653121512	-357.4223551254609
272	ARHGAP24	0.9813609783858324	0.9855835564179742	0.0038934594850626105	0.0828	False	1.9592573992116594e-08	0.0038934594850626105	0.1666529874986602	-1204.344728198902
273	SPARCL1	8.952513941284934e-07	3.097755689025929e-06	0.8833243255750582	0.0882	False	1.3416272395752603e-08	0.8833243255750582	0.17977981192993903	-1132.7731577841296
274	SNCA	9.297299974342366e-08	3.6176264491604537e-07	0.33085369549346894	0.8098	False	1.1158549360830644e-09	0.33085369549346894	0.061958218665444306	-5772.135040144556
275	CCSER1	5.949197833721165e-05	0.0001545246190576926	0.24287865575541923	10.0582	False	2.3362970424599127e-08	0.24287865575541923	0.06049557574477772	-14036.387317292701
276	GRID2	4.484856930275782e-12	2.8206647360225045e-11	-0.6576020178103005	1.9514	False	5.23799589799201e-08	-0.6576020178103005	0.09501555878238362	-6306.034746182951
277	ATOH1	6.09526558159601e-06	1.8583126773158565e-05	3.6455830307960406	0.0136	False	2.746006305796438e-10	3.6455830307960406	0.8059996989703248	-193.76000292360285
278	UNC5C	3.9535499940512864e-07	1.4376545432913768e-06	-0.5353885886569234	0.828	False	2.3663457665882956e-08	-0.5353885886569234	0.10557473940763328	-4351.54829968111
279	STPG2	0.9383549934840192	0.9487917022083107	-0.01111023183216767	0.1026	False	4.976304216156024e-10	-0.01111023183216767	0.14365889643702479	-1468.9147112837468
280	CENPE	0.003073443044985691	0.005639345036670992	-0.4131089131295912	0.3366	False	1.0457029607585655e-09	-0.4131089131295912	0.13954990067336215	-2487.643817322374
281	LINC02428	0.008357579098217549	0.014022783721841526	-0.3247501683907498	0.2382	False	9.363930234804196e-09	-0.3247501683907498	0.1231386714013831	-2398.873547740291
282	DKK2	0.4162778335675337	0.46723340877640906	-0.29029119045428464	0.0148	False	6.575082732492715e-11	-0.29029119045428464	0.3571075279808128	-312.10394054193125
283	COL25A1	2.4955802730985965e-06	8.102533354216223e-06	0.5753821510796805	0.2324	False	6.241440116525054e-09	0.5753821510796805	0.12220098019822816	-2342.6497804942837
284	MCUB	0.0011516650193850175	0.002289592483866834	0.25637151749069625	0.2836	False	3.930194220432624e-09	0.25637151749069625	0.0788692674815973	-3219.3045126784723
285	AC004704.1	7.588713132355984e-05	0.00019067118423004984	-2.3147777712606072	0.0102	False	4.461545812942461e-11	-2.3147777712606072	0.5849784485234694	-216.8873218118228
286	NEUROG2	0.0	0.0	-0.9559728833894429	0.332	False	4.116545697572523e-09	-0.9559728833894429	0.1127134153737924	-2856.8813119014817
287	NDST4	0.0	0.0	-0.8508125785542807	0.6618	False	2.2320203305614684e-10	-0.8508125785542807	0.07070383224530585	-4969.486908462553
288	LINC02263	2.4825073108303286e-09	1.1654963900611871e-08	-2.489981860285698	0.024	False	6.9680066534107126e-09	-2.489981860285698	0.4175997911494048	-416.4027068559777
289	NDST3	0.0	0.0	-1.6487163735519355	0.8528	False	3.1333634539251817e-08	-1.6487163735519355	0.10123154029153501	-4327.188806751275
290	PDE5A	1.318944953254686e-13	1.0068282085913632e-12	0.3946017823473834	1.079	False	2.4614999478102554e-09	0.3946017823473834	0.053293829597468506	-6831.923793037239
291	MAD2L1	1.4427842098818644e-07	5.465091704097971e-07	-0.46625092561986753	0.4378	False	6.154166704897385e-10	-0.46625092561986753	0.0886456543185622	-3758.5901047094485
292	NDNF	0.008959084688060948	0.014860051707469514	-0.4852312112074517	0.0606	False	7.225881522622513e-10	-0.4852312112074517	0.18565544737534256	-969.5971759657808
293	CCNA2	0.00015350321712115367	0.0003646157176274434	-0.4952815470609527	0.2684	False	9.449633278341142e-10	-0.4952815470609527	0.13084228426879876	-2397.37772793814
294	TRPC3	0.9119736933297025	0.9258616175936065	0.025461513362384273	0.0324	False	1.5996905299595e-09	0.025461513362384273	0.23031801950019604	-620.1565713893489
295	AC097528.1	0.15709768747525077	0.1980760828615269	-0.4085262192341609	0.039	False	1.27624444041588e-09	-0.4085262192341609	0.28873142321848577	-577.8047984260946
296	PCDH10	2.22795324433811e-06	7.280892955353301e-06	0.43675754178134174	0.224	False	1.642849812480973e-08	0.43675754178134174	0.09230720302147408	-2674.3544406984106
297	INPP4B	0.0	0.0	-1.12244977562133	0.4822	False	1.1340294255048754e-09	-1.12244977562133	0.12161030455802868	-3098.7576326500425
298	NR3C2	0.5441636851159029	0.5927708988190663	-0.11043572615552451	0.0868	False	1.143838049916246e-09	-0.11043572615552451	0.18207829863387978	-1157.5509563885205
299	DCLK2	0.00048744041092674273	0.0010252341847182724	0.17785772110413503	1.7512	False	5.8306342347030645e-08	0.17785772110413503	0.05099767911016438	-8497.58232245472
300	SFRP2	0.5912168405855065	0.6364013353988229	-0.03978543274337938	0.6394	False	1.4606958459539681e-08	-0.03978543274337938	0.07407818908461641	-4860.81927623761
301	DCHS2	9.96645037087962e-05	0.00024547907317437487	-0.6844290689253074	0.0482	False	8.753067494101513e-09	-0.6844290689253074	0.17588215058301998	-895.0851075151804
302	GUCY1A1	2.4424906541753444e-15	2.3261815754050898e-14	0.8834527243991012	0.2418	False	1.867926576040735e-10	0.8834527243991012	0.11166698670706456	-2463.7112241819427
303	FSTL5	4.440892098500626e-16	4.485749594445077e-15	-0.8628432557951027	0.8582	False	1.5538766061095017e-08	-0.8628432557951027	0.10649244023757141	-4325.726399647172
304	SPOCK3	0.3801077647482356	0.43194064175935865	0.12385981160839665	0.3966	False	2.7957129775957322e-08	0.12385981160839665	0.14111898010495993	-2622.4368780630966
305	GALNTL6	0.0005963374191579884	0.0012321021056983233	-0.4915700791668616	0.6062	False	8.673623142323446e-08	-0.4915700791668616	0.14317819326969106	-3026.2126342157117
306	HMGB2	2.1211304046531154e-08	8.987840697682693e-08	-0.40145760403154224	1.8144	False	9.34006995776393e-09	-0.40145760403154224	0.07166556946466952	-7254.731158424618
307	TENM3	1.1902128604912576e-06	4.062159933417262e-06	0.2631068310926078	3.1464	False	1.4951226201278478e-09	0.2631068310926078	0.05416774744019249	-10339.617194119572
308	CASP3	0.7799032884240118	0.8098684199626291	0.015544076705038342	0.636	False	3.0606410572313695e-09	0.015544076705038342	0.055624802369970694	-5339.010901816577
309	SORBS2	8.434630793807685e-08	3.294777653831127e-07	-0.2298059492167454	3.408	False	1.7739612882405833e-10	-0.2298059492167454	0.04289364955969215	-11433.924344150862
310	LINC01060	6.927791673660977e-14	5.498247360048394e-13	2.768460033346114	0.0324	False	4.4422222215884915e-09	2.768460033346114	0.3696544148174242	-474.9559157405231
311	UBE2QL1	0.2567018586292802	0.30632680027360404	0.11026076511405332	0.1546	False	1.3169575933535644e-08	0.11026076511405332	0.09721277019039257	-2168.1510026494
312	ADCY2	0.31571719649426155	0.36796876048282234	-0.06899907648135134	1.278	False	7.746527170334825e-08	-0.06899907648135134	0.06877227914481171	-6694.10534207101
313	SEMA5A	0.0005205194085893261	0.0010866793498733322	-0.27892206985929957	0.7562	False	1.2507898959973618e-08	-0.27892206985929957	0.08038172967463351	-5027.429974458658
314	LINC01194	0.9881519454684906	0.9901322098882671	-0.007767002163409414	0.046	False	2.8860731978250925e-10	-0.007767002163409414	0.5230346750484122	-355.61638145970386
315	FBXL7	0.021907153247204825	0.03349717621896762	0.14037345647609345	2.758	False	3.240675506288593e-09	0.14037345647609345	0.061245662814617886	-9437.36190910427
316	LINC02223	0.016842981130825496	0.026283525124458192	0.22013339059528186	0.321	False	2.292595051617243e-10	0.22013339059528186	0.09210149136369929	-3214.846367164034
317	CDH18	0.002957541622199189	0.005476928929998498	-0.4445224407202928	0.6644	False	4.117300318042602e-08	-0.4445224407202928	0.1495642576946325	-3017.809771444196
318	CDH12	0.0	0.0	-1.1169378130456435	1.344	False	7.278545098873268e-08	-1.1169378130456435	0.09639989254476614	-5330.767434020737
319	C5orf17	0.0	0.0	1.4111809419972454	1.2556	False	6.991396627731234e-10	1.4111809419972454	0.06305655293522018	-6560.840147916945
320	CDH9	1.654824482333339e-05	4.7012059157197136e-05	-0.9826524281230464	0.0812	False	1.3680477620566649e-08	-0.9826524281230464	0.22815232729645882	-934.9192732053547
321	PURPL	7.238654120556021e-14	5.699727653981118e-13	0.7667441887136007	0.5772	False	1.853266248034528e-09	0.7667441887136007	0.10245903464608527	-3843.348711709755
322	CDH6	0.17191191324864663	0.21408706506680775	-0.137230140413497	0.339	False	2.3806158437056356e-09	-0.137230140413497	0.10045496522102142	-3152.7647865690765
323	PDZD2	0.036833490174970285	0.05377151850360625	0.1619637555219132	0.3414	False	9.35425699283904e-10	0.1619637555219132	0.0775835293286051	-3555.5387015044003
324	ADAMTS12	7.478071474276149e-06	2.259236094947477e-05	0.7317988322751324	0.0614	False	7.06001009933531e-09	0.7317988322751324	0.1633622966267003	-1039.995330579782
325	PRLR	0.2321979571884718	0.27941992441452684	-0.22781626633454793	0.0698	False	3.4946287620019055e-09	-0.22781626633454793	0.1906865238681801	-1026.3871967182076
326	SLC1A3	5.739853037312059e-13	3.9860090536889304e-12	-0.6453555803944471	0.7898	False	1.766232392157334e-08	-0.6453555803944471	0.08955149348908448	-4788.064005787247
327	PLCXD3	0.04756731081900223	0.0677597020213707	0.3404703223291905	0.1698	False	6.1974033992232e-09	0.3404703223291905	0.17184936598586656	-1619.2959045305515
328	HCN1	0.3020165005121269	0.3536492980235678	0.18616959373580141	0.1402	False	1.3404268355604834e-08	0.18616959373580141	0.18037614113127196	-1453.0914252219964
329	ISL1	0.000261338038801906	0.0005899278528259729	-0.6388930130000399	0.119	False	8.961624617212506e-09	-0.6388930130000399	0.1749967412743143	-1371.317577269387
330	CDC20B	4.690601240753267e-10	2.3810158582503892e-09	4.65993497584641	0.0736	False	2.058700699191429e-09	4.65993497584641	0.7480887198026468	-238.0599137879423
331	CCNO	7.830617776427573e-08	3.0951058404852067e-07	6.001277949104034	0.0698	False	9.692106679496551e-10	6.001277949104034	1.1173507228303066	-241.4426359062733
332	RAB3C	0.0001491396028918679	0.0003559417730116179	-0.2174616622001003	0.8232	False	2.7337577114796632e-08	-0.2174616622001003	0.05733995814817789	-5992.718792493044
333	DEPDC1B	2.150479175400122e-06	7.050751394754498e-06	-0.496266538975526	0.2802	False	4.340210333577676e-08	-0.496266538975526	0.10472535167270217	-2813.642799267889
334	RGS7BP	0.0441535577471901	0.06316674928067254	-0.19222769456131777	0.1988	False	2.113632198939329e-08	-0.19222769456131777	0.09551069238963059	-2505.4079129615197
335	ADAMTS6	4.161337940900012e-12	2.6505337203184788e-11	-0.5939559674126753	0.5398	False	7.850400054304486e-09	-0.5939559674126753	0.08568825768568962	-4199.806792663851
336	AC112206.2	0.1784711499907461	0.2211538413763892	-0.20612780399771552	0.099	False	1.2917155020654436e-08	-0.20612780399771552	0.1532005076310628	-1382.7870567815612
