name,shared name,type,avgExpression,highestCluster
HMGCS1,HMGCS1,None,0.370918625448171,IN_2
TMEM267,TMEM267,None,0.0458818714819052,nIN
C5orf34,C5orf34,None,0.0365412676325738,nEN_1
PAIP1,PAIP1,None,0.0523287517151756,nIN
NNT-AS1,NNT-AS1,None,0.0686715980815105,nIN_1
NNT,NNT,GeneralTF,0.0291306623995684,nIN_1
MRPS30-DT,MRPS30-DT,None,-0.214868703070886,nIN
MRPS30,MRPS30,None,-0.197426912541619,IN_1
AC093297.2,AC093297.2,None,-0.609048481275384,nIN_1
HCN1,HCN1,NeuroDisease,0.132894897867598,IN_2
PARP8,PARP8,None,-0.0071141519746708,IPC
AC010478.1,AC010478.1,None,-0.104963273856063,IN
ISL1,ISL1,NeuroDev,-1.28626230890616,nEN
AC022433.1,AC022433.1,None,0.758712606599392,RG
PELO,PELO,None,-0.0858954517460889,IPC
ITGA2,ITGA2,None,-0.945826919494685,IN
MOCS2,MOCS2,NeuroDisease,-0.0529608731514539,IN_1
FST,FST,None,-0.192006225411,nIN_1
NDUFS4,NDUFS4,NeuroDisease,-0.164733808692621,nIN_1
ARL15,ARL15,None,-0.132338823318432,nIN_1
SNX18,SNX18,None,-0.0923424074519553,IN_2
CDC20B,CDC20B,None,-0.971097565318186,IPC
GPX8,GPX8,None,-0.352770262725976,nEN_1
CCNO,CCNO,None,-1.13972193504933,IPC
AC026704.1,AC026704.1,None,-0.182846560955735,nIN
DHX29,DHX29,None,0.0159944223751941,nEN_1
MTREX,MTREX,None,0.0511568258682354,nIN
PLPP1,PLPP1,None,-0.067566991550629,nIN_1
SLC38A9,SLC38A9,None,0.16181615233038,MGE
IL6ST,IL6ST,None,-0.0370053187521519,nIN
ANKRD55,ANKRD55,None,-0.226085527069611,IN_2
MAP3K1,MAP3K1,None,0.264597204058213,IN_2
AC008937.2,AC008937.2,None,0.309116728584342,nIN_1
MIER3,MIER3,None,-0.161565898588941,IN_2
GPBP1,GPBP1,None,-0.051801233145268,IPC
PLK2,PLK2,None,0.385791505699371,nIN_1
RAB3C,RAB3C,None,0.398561165431669,MGE
PDE4D,PDE4D,NeuroDisease,0.470160488397833,IN_2
DEPDC1B,DEPDC1B,None,0.0363274237701384,nEN_1
ERCC8,ERCC8,NeuroDisease,-0.106780296641556,nEN_1
NDUFAF2,NDUFAF2,None,-0.132692428307514,nIN_1
SMIM15,SMIM15,None,-0.0468355368122386,nEN_1
SMIM15-AS1,SMIM15-AS1,None,0.0033518290022311,nEN_1
ZSWIM6,ZSWIM6,NeuroDisease,0.0248264096630147,IN_1
C5orf64,C5orf64,None,0.521220162500265,MGE
KIF2A,KIF2A,NeuroDisease,0.0426229641641389,nEN_1
DIMT1,DIMT1,None,-0.108083923295173,nIN
IPO11,IPO11,None,-0.164154736324196,nIN_1
RNF180,RNF180,None,0.517092517660805,MGE
RGS7BP,RGS7BP,None,-0.218535453454535,nIN_1
SREK1IP1,SREK1IP1,None,-0.145647629147551,IN_2
CWC27,CWC27,NeuroDisease,-0.0063355375591258,nIN_1
ADAMTS6,ADAMTS6,None,-0.932167558251534,nIN_1
CENPK,CENPK,None,-0.022072334791098,nIN
PPWD1,PPWD1,None,0.0083458903058728,nIN_1
TRIM23,TRIM23,NeuroDisease,0.090866477614003,IN_2
SHLD3,SHLD3,None,-0.0027298576661475,nEN_1
TRAPPC13,TRAPPC13,None,0.114300946976714,RG
SGTB,SGTB,None,0.0541095729694528,nEN_1
NLN,NLN,None,0.0571190714003572,nIN
ERBIN,ERBIN,None,0.0024270240776211,nEN_1
AC025442.2,AC025442.2,None,-0.0413063305890789,nIN
SREK1,SREK1,None,-0.119310423764846,nIN_1
MAST4,MAST4,None,-0.210049298474966,nIN_1
AC112206.2,AC112206.2,None,-2.3545892949029,nEN_1
AC106798.1,AC106798.1,None,-1.64635354537948,IN_2
PIK3R1,PIK3R1,NeuroDisease,-0.117844489828313,nIN
SLC30A5,SLC30A5,None,-0.0232134165019856,MGE
CCNB1,CCNB1,None,-0.242128247062596,nEN_1
CENPH,CENPH,None,-0.0514959247751781,nIN
MRPS36,MRPS36,None,-0.180694656005722,IN_2
CDK7,CDK7,None,-0.0751520765053585,nEN_1
CCDC125,CCDC125,None,-0.381531165520403,nIN_1
AK6,AK6,None,-0.0866266608972253,MGE
TAF9,TAF9,GeneralTF,-0.230345832041014,nEN_1
RAD17,RAD17,None,0.0516251607931205,nIN_1
GTF2H2C,GTF2H2C,None,-0.188966355322096,IN_1
SERF1A,SERF1A,NeuroDev,-0.219182402316107,nEN_1
SMN1,SMN1,NeuroDev,-0.0677992290781356,IN_2
NAIP,NAIP,NeuroDev,0.0979799284490564,nIN_1
GTF2H2,GTF2H2,None,-1.005273476155,nEN_1
BDP1,BDP1,GeneralTF,0.000151998372438,nEN_1
MCCC2,MCCC2,NeuroDisease,-0.0079830948986614,nIN_1
MAP1B,MAP1B,NeuroDisease,0.0914914032665027,IN_2
MRPS27,MRPS27,None,-0.0640297883146352,nEN_1
PTCD2,PTCD2,None,-0.0974840656947396,MGE
TNPO1,TNPO1,None,-0.0261394828458065,nIN_1
FCHO2,FCHO2,None,0.338030748313057,nIN_1
BTF3,BTF3,None,-0.11003460088462,RG
ANKRA2,ANKRA2,None,-0.0285245030092937,IN_2
UTP15,UTP15,None,-0.115247185860115,IN
ARHGEF28,ARHGEF28,None,-0.559685478739885,nEN
ENC1,ENC1,NeuroDev,0.225630400392791,IN_2
HEXB,HEXB,NeuroDisease,-0.160836174603958,nIN
GFM2,GFM2,NeuroDisease,0.0013767300536984,nIN_1
NSA2,NSA2,None,-0.144572675796924,nIN_1
FAM169A,FAM169A,None,0.0337443685826574,nIN_1
HMGCR,HMGCR,None,0.240071112106611,IN_2
CERT1,CERT1,NeuroDisease,0.17936995683596,nIN_1
POLK,POLK,None,0.106976824530576,RG
POC5,POC5,None,-0.0916747943447342,nIN_1
SV2C,SV2C,None,-0.507872583879419,nIN_1
IQGAP2,IQGAP2,None,-0.259217328632079,nEN_1
F2R,F2R,None,-0.0720984771993057,nEN_1
AGGF1,AGGF1,GeneralTF,0.0937249032792856,IN
ZBED3,ZBED3,None,0.148370492954992,nIN_1
ZBED3-AS1,ZBED3-AS1,None,0.290835826091013,IN_2
WDR41,WDR41,None,0.0165692861442729,nEN_1
OTP,OTP,NeuroDev,-1.27847095382798,nEN_1
TBCA,TBCA,None,-0.127020287237941,nEN_1
AP3B1,AP3B1,NeuroDisease,-0.204099103888367,nEN_1
SCAMP1-AS1,SCAMP1-AS1,None,-0.100573580514188,IN
SCAMP1,SCAMP1,None,0.0414406144887346,nIN_1
LHFPL2,LHFPL2,None,-0.337440027278129,nIN_1
ARSB,ARSB,NeuroDisease,0.036537513990611,nEN_1
JMY,JMY,None,0.163804417148058,nIN_1
HOMER1,HOMER1,None,-0.172545861378938,RG
TENT2,TENT2,NeuroDev,0.0397683821457277,nIN_1
MTX3,MTX3,None,-0.105059924693165,nIN
THBS4,THBS4,None,-0.156604023277397,MGE
SERINC5,SERINC5,NeuroDev,0.200079993043643,MGE
AC010260.1,AC010260.1,None,-0.623825278325784,nEN
ZFYVE16,ZFYVE16,None,-0.0969053633492834,nIN_1
AC008771.1,AC008771.1,None,-0.0926041662710816,nIN
FAM151B,FAM151B,None,0.130824385738568,IN
DHFR,DHFR,NeuroDisease,-0.0826616838340819,IN
MSH3,MSH3,None,-0.0973519342333694,nIN_1
RASGRF2,RASGRF2,None,-0.119819844850492,IN
CKMT2-AS1,CKMT2-AS1,None,0.0725705002233027,IN_2
CKMT2,CKMT2,None,-0.132526839459112,IN_1
ZCCHC9,ZCCHC9,None,-0.156789316253863,nIN
ACOT12,ACOT12,None,-0.520335504463082,nIN
AC010623.1,AC010623.1,None,0.0123789784804321,nIN_1
SSBP2,SSBP2,None,0.200751018118974,nIN_1
ATG10,ATG10,None,-0.153213679290452,nIN_1
RPS23,RPS23,None,-0.279187676612385,IN
ATP6AP1L,ATP6AP1L,None,-0.0940288447589248,IN_1
TMEM167A,TMEM167A,None,0.0084596771997003,nIN_1
XRCC4,XRCC4,NeuroDisease,0.0311064456091528,nIN_1
VCAN,VCAN,None,0.441524705712611,nIN_1
VCAN-AS1,VCAN-AS1,None,0.364347673136231,IN_1
EDIL3,EDIL3,None,-0.851447752540609,nIN_1
AC113383.1,AC113383.1,None,-0.33302461216849,MGE
COX7C,COX7C,None,-0.163953987087715,IN
AC109492.1,AC109492.1,None,0.0541264939903646,IN
RASA1,RASA1,None,-0.07464577078848,nIN_1
CCNH,CCNH,None,-0.184948147996785,nEN_1
AC018754.1,AC018754.1,None,-0.478757816039134,IPC
LINC02488,LINC02488,None,-0.353587065159924,nEN_1
LINC02144,LINC02144,None,-0.101458276045999,nEN_1
AC114971.1,AC114971.1,None,0.366366695344315,IN_2
TMEM161B,TMEM161B,None,-0.252650159075365,nIN_1
TMEM161B-AS1,TMEM161B-AS1,None,-0.0970716503665026,nEN_1
LINC02060,LINC02060,None,-0.289185727893843,nEN_1
AC091826.2,AC091826.2,None,-0.0815451448488922,nIN_1
LINC00461,LINC00461,None,-0.081689700141293,nEN_1
MEF2C-AS2,MEF2C-AS2,None,-0.0643035721291818,RG
MEF2C,MEF2C,NeuroDisease,0.201019041698185,IN
MEF2C-AS1,MEF2C-AS1,None,0.323942289275998,IN_2
LINC01339,LINC01339,None,-0.145747521978302,nEN_1
CETN3,CETN3,None,-0.200978195243896,nEN_1
LYSMD3,LYSMD3,None,-0.121146730538373,IN_2
ADGRV1,ADGRV1,NeuroDev,0.0668263279996475,RG
LUCAT1,LUCAT1,None,-0.626278911430164,nEN_1
ARRDC3,ARRDC3,None,0.242401421685367,IPC
ARRDC3-AS1,ARRDC3-AS1,None,-0.248271394601099,IPC
AC093298.2,AC093298.2,None,-1.0845207978486,IN_2
AC114316.1,AC114316.1,None,0.292152225761756,nEN_1
AC124854.1,AC124854.1,None,-0.947191708754956,IN_2
LINC02058,LINC02058,None,0.0990457374133152,RG
NR2F1-AS1,NR2F1-AS1,None,-0.137878284137548,IN_2
NR2F1,NR2F1,NeuroDisease,-0.2490252502863,IN_2
FAM172A,FAM172A,None,0.0296577893210599,RG
AC106818.2,AC106818.2,None,0.18131768718789,nIN_1
KIAA0825,KIAA0825,None,0.285657259630207,nIN_1
SLF1,SLF1,None,0.0406868157397976,IN_2
MCTP1,MCTP1,None,-0.0504071480713846,nEN
TTC37,TTC37,NeuroDisease,-0.035415457933844,nIN_1
ARSK,ARSK,None,0.254348577268844,IN
RHOBTB3,RHOBTB3,None,-0.196668612474367,RG
GLRX,GLRX,None,-0.380661756977441,nEN_1
ELL2,ELL2,None,-0.214024751394083,nIN_1
AC104123.1,AC104123.1,None,-0.0405344938032197,nIN_1
PCSK1,PCSK1,NeuroDev,-0.005906729586431,IN
CAST,CAST,None,-0.337681789812736,nEN_1
AC009126.1,AC009126.1,None,0.22784060332899,RG
LNPEP,LNPEP,None,-6.78548627975367e-05,nIN
LIX1-AS1,LIX1-AS1,None,-0.201372386428006,nIN
LIX1,LIX1,None,-0.0466543638982698,nEN
RIOK2,RIOK2,GeneralTF,0.144209662320075,nEN_1
RGMB,RGMB,None,-0.411911492179726,nIN_1
CHD1,CHD1,NeuroDisease,-0.309172337783506,nIN_1
LINC02062,LINC02062,None,-0.0631155312112385,nIN_1
AC021086.1,AC021086.1,None,-0.23718420130573,nEN_1
FAM174A,FAM174A,None,-0.199967618368926,IN_1
ST8SIA4,ST8SIA4,NeuroDev,-0.185099725671527,nIN_1
SLCO6A1,SLCO6A1,None,-4.77963332367683,nIN_1
LINC00491,LINC00491,None,-3.14722720030749,IN_2
PAM,PAM,NeuroDev,-0.386463648296634,IN_1
GIN1,GIN1,None,0.0099151276671721,MGE
PPIP5K2,PPIP5K2,None,0.0767981810938635,RG
C5orf30,C5orf30,None,-0.121401110949901,IN
NUDT12,NUDT12,None,0.0671646932246457,RG
LINC02163,LINC02163,None,-1.93419839661698,nIN_1
EFNA5,EFNA5,NeuroDev,-0.422771310833723,nEN_1
FBXL17,FBXL17,NeuroDev,-0.0045894974331947,nIN_1
FER,FER,None,-0.414698037866111,nIN_1
AC008467.1,AC008467.1,None,-0.840536265907262,nEN_1
PJA2,PJA2,None,-0.225080329419048,IN_1
MAN2A1,MAN2A1,None,-0.23477118409037,nIN_1
TMEM232,TMEM232,None,-0.308230189404863,nIN_1
SLC25A46,SLC25A46,NeuroDev,-0.0267137603201157,nIN
WDR36,WDR36,None,-0.0159163620035538,nIN_1
CAMK4,CAMK4,None,0.457705537006721,nIN
STARD4,STARD4,None,0.248216039225364,IN_2
STARD4-AS1,STARD4-AS1,None,-0.311773600194988,nIN_1
NREP,NREP,NeuroDev,0.262402447049614,nIN_1
EPB41L4A,EPB41L4A,None,-0.181557363382982,IN
EPB41L4A-AS1,EPB41L4A-AS1,None,-0.21202548948418,MGE
AC010261.2,AC010261.2,None,-0.522864773232279,IN
APC,APC,NeuroDev,0.0409848954902671,nEN_1
SRP19,SRP19,None,-0.190292840001265,IN_2
REEP5,REEP5,None,-0.275245059895728,IPC
DCP2,DCP2,None,-0.415295896128184,nIN_1
MCC,MCC,None,-0.280563813830904,nEN_1
YTHDC2,YTHDC2,None,-0.304915779114747,nEN_1
KCNN2,KCNN2,None,-0.183499894293606,nIN_1
TRIM36,TRIM36,None,-0.362380025598287,nIN_1
PGGT1B,PGGT1B,None,-0.269119365035004,IN_2
CCDC112,CCDC112,None,-0.41097865261781,nEN_1
FEM1C,FEM1C,None,-0.220617074259518,nEN_1
TMED7,TMED7,None,-0.146270137733149,nIN_1
CDO1,CDO1,None,0.152139626916396,RG
ATG12,ATG12,None,0.0716990080102376,nEN_1
AP3S1,AP3S1,None,0.0269566489665279,nIN_1
COMMD10,COMMD10,None,-0.161628665775541,IN_2
SEMA6A,SEMA6A,NeuroDev,-0.675960850125933,nIN_1
SEMA6A-AS1,SEMA6A-AS1,None,-0.704344686678207,nIN_1
DTWD2,DTWD2,None,-0.270268364325557,IN
DMXL1,DMXL1,None,0.0151399340832385,nIN_1
TNFAIP8,TNFAIP8,None,-1.150292881565,IN_2
HSD17B4,HSD17B4,NeuroDisease,-0.074236438768969,IN_1
PRR16,PRR16,None,-0.378647196222437,nEN_1
SRFBP1,SRFBP1,None,-0.26441240540984,IN_2
LOX,LOX,None,-0.815754590264168,nIN_1
SNCAIP,SNCAIP,None,-0.0626238493184779,nIN
AC119150.1,AC119150.1,None,-0.147480100264445,nEN_1
AC022101.1,AC022101.1,None,-0.0276168334943406,RG
SNX2,SNX2,None,-0.226404292634009,nIN_1
SNX24,SNX24,None,-0.161458597035129,nEN_1
CEP120,CEP120,NeuroDisease,-0.121074539417139,nIN_1
CSNK1G3,CSNK1G3,None,-0.0829952400618615,nIN
LINC01170,LINC01170,None,-0.237931722280317,IN_2
ZNF608,ZNF608,None,-0.178942849127761,nIN
AC112196.1,AC112196.1,None,-0.163474894950784,nIN_1
LINC02240,LINC02240,None,-0.617549243214237,IN_2
AC116362.1,AC116362.1,None,-0.419864401621728,nIN_1
ALDH7A1,ALDH7A1,NeuroDisease,0.178502152623601,nEN_1
PHAX,PHAX,None,-0.111899292989069,nEN_1
LMNB1-DT,LMNB1-DT,None,0.512550965365105,nIN_1
LMNB1,LMNB1,NeuroDisease,-0.0120646249942407,IN_2
MARCH3,MARCH3,None,0.0708836118445266,nIN
MEGF10,MEGF10,None,-0.469079720361456,IN_2
PRRC1,PRRC1,None,-0.0254641963417321,nIN_1
CCDC192,CCDC192,None,-0.492728550862353,nEN_1
LINC01184,LINC01184,None,0.164823213940901,nIN_1
SLC12A2,SLC12A2,NeuroDisease,-0.147082315790494,nIN_1
FBN2,FBN2,None,0.0812679242358918,nIN_1
ISOC1,ISOC1,None,0.254894861978684,nIN_1
ADAMTS19,ADAMTS19,None,-0.250049742048904,MGE
AC008591.1,AC008591.1,None,0.078308853767287,IN_2
CHSY3,CHSY3,None,0.708124868483839,nEN_1
HINT1,HINT1,None,-0.0595495531056369,RG
LYRM7,LYRM7,None,-0.0471058921615951,nEN_1
CDC42SE2,CDC42SE2,None,0.0290256554565243,IN
RAPGEF6,RAPGEF6,None,0.0504228028589538,IN_2
FNIP1,FNIP1,None,-0.0688856599994364,nIN_1
ACSL6,ACSL6,NeuroDev,-0.0690626269223502,nIN_1
P4HA2,P4HA2,None,-0.0319522320104247,nEN_1
PDLIM4,PDLIM4,None,-0.559348017930209,nEN_1
SLC22A4,SLC22A4,None,0.0773751341738201,nEN_1
MIR3936HG,MIR3936HG,None,0.406119222962752,nIN_1
SLC22A5,SLC22A5,NeuroDisease,0.0737066072431872,nEN_1
RAD50,RAD50,None,-0.254170797861465,nIN_1
AC004039.1,AC004039.1,None,-0.111412046896332,nIN_1
KIF3A,KIF3A,None,0.116124470068098,nIN_1
SEPTIN8,SEPTIN8,None,-0.0282205818917109,nIN_1
UQCRQ,UQCRQ,NeuroDev,0.0530657594276057,nIN
LEAP2,LEAP2,None,-0.371718445073972,nIN_1
AFF4,AFF4,NeuroDisease,-0.0697398928245504,nIN_1
ZCCHC10,ZCCHC10,None,0.0223222851063864,nEN_1
HSPA4,HSPA4,None,-0.0089348888554843,IN_1
FSTL4,FSTL4,None,-1.33505813485354,nIN_1
C5orf15,C5orf15,None,0.0431894670480726,nIN_1
VDAC1,VDAC1,None,-0.184663301296105,RG
TCF7,TCF7,GeneralTF,-0.248763129172905,nIN
SKP1,SKP1,None,-0.0404149992723982,nEN
PPP2CA,PPP2CA,NeuroDisease,0.0772523338507331,nIN
CDKL3,CDKL3,NeuroDev,0.0669839264707292,nIN
UBE2B,UBE2B,None,0.0151041405898407,nIN_1
CDKN2AIPNL,CDKN2AIPNL,None,-0.0235343139053012,nIN
SAR1B,SAR1B,None,0.0269295242976601,MGE
SEC24A,SEC24A,None,0.166388125674165,nIN_1
CAMLG,CAMLG,None,-0.0223447762196236,nIN
DDX46,DDX46,None,-0.102534570830536,nIN_1
C5orf24,C5orf24,None,-0.057366852458376,nIN_1
TXNDC15,TXNDC15,None,0.0275495355387633,nIN_1
PCBD2,PCBD2,None,0.0676157297573845,nEN_1
C5orf66,C5orf66,None,-0.349500888315581,nEN_1
H2AFY,H2AFY,GeneralTF,-0.051514599001938,nIN_1
NEUROG1,NEUROG1,NeuroDev,-1.54948793428076,IN_2
CXCL14,CXCL14,None,-1.1563300654958,nIN
SLC25A48,SLC25A48,None,-1.48505085980957,nEN
SMAD5,SMAD5,GeneralTF,-0.161541531731849,nIN_1
AC112178.1,AC112178.1,None,5.02493434217384,RG
SPOCK1,SPOCK1,NeuroDev,0.639400083204227,nIN_1
KLHL3,KLHL3,None,0.173982441129749,nEN_1
HNRNPA0,HNRNPA0,GeneralTF,0.0419302485258704,IN_1
PKD2L2,PKD2L2,None,-0.625704211102376,nIN_1
FAM13B,FAM13B,None,0.101608386857601,RG
NME5,NME5,NeuroDev,-0.0460942009152531,IN
BRD8,BRD8,None,0.107334095206654,nEN_1
KIF20A,KIF20A,None,-0.192550379527072,IPC
CDC23,CDC23,None,-0.217512383330384,nIN_1
CDC25C,CDC25C,None,0.37529224258794,nEN_1
FAM53C,FAM53C,None,-0.115511113098176,nIN_1
KDM3B,KDM3B,NeuroDisease,0.156306092105206,IPC
REEP2,REEP2,None,0.122028347147685,nIN_1
EGR1,EGR1,GeneralTF,-0.429350052402976,IN
ETF1,ETF1,None,-0.0177306190600639,IPC
HSPA9,HSPA9,None,0.0025809832788406,nIN
CTNNA1,CTNNA1,NeuroDev,-0.0886583067424902,nEN_1
LRRTM2,LRRTM2,None,-0.213469968297466,nEN_1
SIL1,SIL1,NeuroDisease,-0.402305901437776,nIN_1
AC011405.1,AC011405.1,None,-0.0942250200779929,IN_2
MATR3.1,MATR3.1,None,0.0921487138713538,nIN_1
PAIP2,PAIP2,None,0.0511819100698766,IN_1
SPATA24,SPATA24,None,-0.34376789907682,MGE
DNAJC18,DNAJC18,None,0.136751656250694,nIN_1
UBE2D2,UBE2D2,None,-0.0273638626515939,nIN_1
CXXC5,CXXC5,None,-0.300249617888926,IN_2
PSD2,PSD2,None,0.0245796707406203,RG
NRG2,NRG2,NeuroDev,0.77578699783603,RG
PURA,PURA,NeuroDisease,0.16937710396049,nEN_1
CYSTM1,CYSTM1,None,-0.247542867623242,IPC
PFDN1,PFDN1,None,0.0046282482871369,nIN
AC008438.1,AC008438.1,None,0.239829264844103,nEN_1
ANKHD1,ANKHD1,None,0.0317577094469572,nIN_1
SRA1,SRA1,None,-0.43806454064416,IN
APBB3,APBB3,None,0.122050907864702,MGE
SLC35A4,SLC35A4,None,-0.0491832223246201,nIN
NDUFA2,NDUFA2,None,-0.0172801816806604,IN
IK,IK,None,0.0031133893291867,MGE
WDR55,WDR55,None,0.0776026043775303,nEN_1
DND1,DND1,None,-0.165487590631267,nEN_1
HARS,HARS,None,0.15618598429523,nIN_1
HARS2,HARS2,None,-0.270264866121035,nIN_1
ZMAT2,ZMAT2,GeneralTF,-0.0300747785512411,RG
AC005609.5,AC005609.5,None,-0.0239969307806792,nIN_1
PCDHA5,PCDHA5,NeuroDev,-0.752399517622489,nIN
PCDHA9,PCDHA9,NeuroDev,-0.302273300693566,nIN_1
PCDHA10,PCDHA10,NeuroDev,-0.27993523752026,nIN_1
PCDHA12,PCDHA12,NeuroDev,0.244835606629549,nIN_1
PCDHB2,PCDHB2,NeuroDev,0.235792157963343,nIN_1
AC244517.2,AC244517.2,None,0.0128529090664295,IPC
AC244517.1,AC244517.1,None,0.0479514913390587,nEN_1
PCDHB5,PCDHB5,NeuroDev,-2.17178963599636,MGE
AC244517.11,AC244517.11,None,-0.459997255394943,IPC
PCDHB16,PCDHB16,NeuroDev,-0.983848869806455,nIN
PCDHB9,PCDHB9,NeuroDev,-0.553188086443136,nIN_1
PCDHB10,PCDHB10,NeuroDev,-0.546649044555034,nIN_1
PCDHB14,PCDHB14,NeuroDev,-0.248038849289039,IN_2
PCDHB15,PCDHB15,NeuroDev,-0.262721880935167,IN
TAF7,TAF7,GeneralTF,0.307122961788908,nIN_1
PCDHGB6,PCDHGB6,NeuroDev,0.0189265203219114,nIN_1
PCDHGA10,PCDHGA10,NeuroDev,-0.259678225870281,IN
DIAPH1,DIAPH1,NeuroDisease,-0.0410682057016951,nIN
AC008781.1,AC008781.1,None,-0.465531403272902,nIN_1
HDAC3,HDAC3,GeneralTF,0.0549927864411831,nEN_1
RELL2,RELL2,None,-0.0170523194778558,nIN_1
ARAP3,ARAP3,None,-0.212367473292341,nIN_1
AC005753.2,AC005753.2,None,-0.186882002568519,nIN
PCDH1,PCDH1,NeuroDev,0.107625080572472,nIN_1
AC005740.5,AC005740.5,None,0.375533604113587,RG
DELE1,DELE1,None,-0.282301108952805,nIN_1
RNF14,RNF14,None,0.172957330547373,nEN_1
AC005740.3,AC005740.3,None,-0.753195193808486,nIN_1
GNPDA1,GNPDA1,None,-0.142571823350444,nEN_1
NDFIP1,NDFIP1,None,0.210010416754322,RG
SPRY4-AS1,SPRY4-AS1,None,-0.243961808266337,IN_2
ARHGAP26,ARHGAP26,NeuroDev,-0.0362791250289857,IN_1
NR3C1,NR3C1,NeuroDev,0.29718070769013,nEN_1
YIPF5,YIPF5,None,-0.157688307681186,IN_2
KCTD16,KCTD16,None,-0.235637968713898,nIN
PRELID2,PRELID2,None,-0.574181923514772,IN
PLAC8L1,PLAC8L1,None,-0.161423726864284,IN_2
AC091887.1,AC091887.1,None,-0.133942408995422,IPC
LARS,LARS,None,-0.196655874468069,nIN_1
RBM27,RBM27,None,-0.0897010364330438,IPC
TCERG1,TCERG1,None,-0.0109127916682095,nEN_1
PPP2R2B,PPP2R2B,None,0.473766420307148,IN
STK32A,STK32A,None,-0.137980918626147,nIN_1
DPYSL3,DPYSL3,NeuroDev,0.127661887532586,MGE
JAKMIP2-AS1,JAKMIP2-AS1,None,0.314870727928755,RG
JAKMIP2,JAKMIP2,None,0.256915350919244,RG
SPINK5,SPINK5,NeuroDev,0.559396424154791,IN_2
AC011346.1,AC011346.1,None,-0.182494988166156,nIN_1
FBXO38,FBXO38,None,0.184762832911485,nIN_1
ABLIM3,ABLIM3,None,0.474088428256062,RG
GRPEL2,GRPEL2,None,0.048577614198265,nIN_1
PCYOX1L,PCYOX1L,None,-0.104997359209346,nEN_1
CSNK1A1,CSNK1A1,None,-0.0474153669475418,IN
ARHGEF37,ARHGEF37,None,-0.064690876270656,nIN_1
PPARGC1B,PPARGC1B,None,-0.0567993058906972,MGE
SLC26A2,SLC26A2,None,0.003031543661365,nIN_1
HMGXB3,HMGXB3,None,-0.0279620861195233,nIN
PDGFRB,PDGFRB,NeuroDisease,0.385747395376428,RG
CAMK2A,CAMK2A,NeuroDisease,0.439719442336936,nIN
TCOF1,TCOF1,NeuroDisease,0.0225167830589326,nEN_1
RPS14,RPS14,None,-0.387919814681449,RG
NDST1,NDST1,NeuroDisease,-0.106375980170263,nIN_1
RBM22,RBM22,GeneralTF,-0.009296527953504,nIN_1
DCTN4,DCTN4,None,0.13999804516162,nIN_1
SMIM3,SMIM3,None,-0.384104100755552,IN
ZNF300,ZNF300,GeneralTF,-0.0299669158528237,nIN
TNIP1,TNIP1,None,-0.301857826768948,nIN_1
ANXA6,ANXA6,None,0.136358882215447,IPC
SLC36A1,SLC36A1,None,-0.218984812527285,nEN
SPARC,SPARC,None,0.0883625374851521,IN
ATOX1,ATOX1,None,0.0242378670827131,MGE
G3BP1,G3BP1,None,-0.144514082229155,IN
LINC01470,LINC01470,None,-0.0449625853238906,IN_2
GRIA1,GRIA1,NeuroDisease,0.421709689277692,MGE
FAM114A2,FAM114A2,None,-0.197041778982665,nIN_1
MFAP3,MFAP3,None,-0.0332272272362223,IN_1
GALNT10,GALNT10,None,-0.196859546609001,nIN_1
SAP30L-AS1,SAP30L-AS1,None,-0.226984823829218,nIN_1
SAP30L,SAP30L,None,-0.108950170230481,nEN_1
LARP1,LARP1,GeneralTF,0.189295783528449,nIN_1
FAXDC2,FAXDC2,None,-0.615002174659947,nIN_1
CNOT8,CNOT8,None,0.0230079055114519,nIN_1
GEMIN5,GEMIN5,None,0.107230699429132,nIN_1
MRPL22,MRPL22,None,-0.0901291883812594,IN_1
SGCD,SGCD,None,0.0874748376798943,nIN_1
HAVCR2,HAVCR2,None,0.269519115736354,nIN_1
MED7,MED7,None,-0.0045581868917544,nEN_1
CYFIP2,CYFIP2,NeuroDisease,0.042915147872351,nIN_1
ADAM19,ADAM19,None,0.0317210079098528,IN_1
THG1L,THG1L,NeuroDisease,-0.0584314547674135,IN
LSM11,LSM11,None,0.182374803106865,nIN_1
CLINT1,CLINT1,None,-0.0101912946360852,nEN_1
EBF1,EBF1,GeneralTF,1.07048025303325,RG
RNF145,RNF145,None,1.87061796769479e-05,nIN_1
UBLCP1,UBLCP1,None,-0.0497528308881352,nEN
AC008691.1,AC008691.1,None,-0.252052044286188,nIN_1
ADRA1B,ADRA1B,None,0.300414797880391,IN
TTC1,TTC1,None,0.107548441920341,nEN_1
PWWP2A,PWWP2A,None,0.0238632186442479,RG
CCNJL,CCNJL,None,-0.308055880001375,nEN_1
ZBED8,ZBED8,None,-0.165325069686207,nIN_1
SLU7,SLU7,None,0.109852024606015,nIN_1
PTTG1,PTTG1,None,-0.134472497585684,nIN
ATP10B,ATP10B,None,0.43229940916953,RG
GABRB2,GABRB2,NeuroDisease,0.454486385723632,IN_2
GABRA1,GABRA1,NeuroDisease,1.16344777561753,nIN
GABRG2,GABRG2,NeuroDisease,0.308959585184575,nIN
AC113414.1,AC113414.1,None,0.193530165618089,nEN_1
CCNG1,CCNG1,NeuroDev,-0.25804762480235,nIN_1
NUDCD2,NUDCD2,None,-0.0972040737483477,MGE
